Num;Name;Overview;Platform;Year_of_Release;Genre;Publisher;NA_players;EU_players;JP_players;Other_players;Global_players;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating;console;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
732;Tak 2: The Staff of Dreams;"Tak 2: The Staff of Dreams is a video game developed by Avalanche Software and published THQ for GameCube. Game Boy Advance. PlayStation 2 and Xbox.
 Series: Tak and the Power of Juju
 Release: NA: October 11. 2004; ‎EU‎: March 24.";PS2;2004;Platform;THQ;0.3;0.24;0.0;0.08;0.62;71.0;31.0;8.0;10.0;Avalanche Software;E;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
733;The Evil Within;The Evil Within. conocido en Japón como Psycho Break (サイコブレイク. Saikobureiku. lit. La maldad interior) es un videojuego perteneciente al género de;PS4;2014;Action;Bethesda Softworks;0.55;0.86;0.11;0.27;1.79;75.0;65.0;7.3;1223.0;Tango Gameworks;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;M
735;Need for Speed: Hot Pursuit;Need for Speed: Hot Pursuit es el nombre de la decimocuarta entrega de la saga Need for Speed. Es un juego de carreras de 2010 desarrollado por Criterion;PS3;2010;Racing;Electronic Arts;01.05;1.23;0.03;0.47;2.78;89.0;59.0;7.2;301.0;Criterion Games;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;ET
736;LEGO The Hobbit;LEGO El hobbit es un videojuego perteneciente al género de acción-aventura desarrollado por Traveller's Tales. El juego fue lanzado por Warner Bros.;PS4;2014;Action;Warner Bros. Interactive Entertainment;0.13;0.38;0.0;0.09;0.6;72.0;47.0;6.6;88.0;TT Games;E10+;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
738;Tales of Vesperia;System Requirements · Requires a 64-bit processor and operating system · OS: Microsoft Windows 7/8/8.1/Windows 10 (64-bit) · Processor: Core i5-750. ～2.7GHz / AMD;X360;2008;Role-Playing;Atari;0.32;0.17;0.19;0.05;0.74;79.0;67.0;8.2;264.0;Bandai Namco Games;T;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;T
739;LEGO The Hobbit;LEGO El hobbit es un videojuego perteneciente al género de acción-aventura desarrollado por Traveller's Tales. El juego fue lanzado por Warner Bros.;PS4;2014;Action;Warner Bros. Interactive Entertainment;0.13;0.38;0.0;0.09;0.6;72.0;47.0;6.6;88.0;TT Games;E10+;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
742;NHL 2005;"NHL 2005 is an ice hockey video game released in 2004. the successor to NHL 2004. Contents. 1 Features. 1.1 Improvements/flaws. 2 Reception; 3 References";PS2;2004;Sports;Electronic Arts;0.22;0.17;0.0;0.06;0.45;75.0;21.0;8.3;23.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ET
743;Star Wars Jedi Knight: Jedi Academy;"Star Wars Jedi Knight: Jedi Academy es un videojuego de disparos en primera y tercera persona establecido en el universo de Star Wars.
 Modos de juego: Un jugador / ‎Multijugador‎
 Controles: Mouse y teclado
 Idioma(s): inglés
 Requisitos: Ver lista Microsoft WindowsProces";XB;2003;Shooter;Activision;0.34;0.1;0.0;0.02;0.45;76.0;30.0;8.7;30.0;Vicarious Visions;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
747;Red Faction: Armageddon;Jugabilidad[editar]. Red Faction: Armagedón se centra en un mundo con entornos destructibles. El jugador debe reclamar fortificaciones cultistas en la;PS3;2011;Shooter;THQ;0.2;0.15;0.03;0.07;0.45;71.0;52.0;7.3;58.0;Volition Inc.;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
749;Shin Megami Tensei: Persona 3;Shin Megami Tensei: Persona 3. lanzado en Japón simplemente como Persona 3 (ペルソナ3) es el cuarto juego de la serie Persona. spin-off de la serie Megami;PS2;2006;Role-Playing;Tecmo Koei;0.22;0.03;0.0;0.2;0.45;86.0;52.0;8.4;116.0;Atlus Co.;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
752;NBA Live 2005;"NBA Live 2005 is the 2004 installment of the NBA Live video games series. The cover features Carmelo Anthony as a member of the Denver Nuggets.
 Mode(s): Single-player. ‎Multiplayer‎
 Platform(s): PlayStation 2. ‎Xbox‎ ‎GameCube‎.";PS2;2004;Sports;Electronic Arts;02.03;0.21;0.0;0.35;2.59;84.0;21.0;8.1;44.0;EA Canada;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
753;F.E.A.R. 3;F.E.A.R. 3 (estilizada en el logotipo como F.3.A.R) es un juego de disparos en primera persona desarrollado por Day 1 Studios para PlayStation 3.;PS3;2011;Shooter;Warner Bros. Interactive Entertainment;0.21;0.16;0.01;0.07;0.45;74.0;48.0;7.1;103.0;Day 1 Studios;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
755;Harry Potter and the Deathly Hallows - Part 1;Harry Potter y las Reliquias de la Muerte: parte 1 (título original en inglés: Harry Potter and the Deathly Hallows - Part 1) es una película de fantasía y;Wii;2010;Action;Electronic Arts;0.22;0.27;0.0;0.05;0.54;41.0;8.0;5.0;11.0;Electronic Arts;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
756;Wolfenstein: The New Order;"Wolfenstein: The New Order es un videojuego de disparos acción-aventura en primera persona producido por MachineGames y publicado por Bethesda Softworks.
 Modos de juego: Un jugador
 Desarrolladora(s): MachineGames
 Controles: teclado
 Fecha(s) de lanzamiento: NA 20 de mayo de 2";PS4;2014;Shooter;Bethesda Softworks;0.47;0.8;0.03;0.24;1.55;79.0;73.0;8.1;1116.0;MachineGames;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
757;Watch Dogs;"Watch Dogs (estilizado como WATCH_DOGS) es un videojuego de mundo abierto y acción-aventura desarrollado por Ubisoft Montreal y publicado por Ubisoft.
 Modos de juego: Un jugador; ‎Multijugador‎
 Motor: Disrupt
 Fecha(s) de lanzamiento: Windows. ‎PS4‎. ‎PS3‎.";PS4;2014;Action;Ubisoft;1.4;1.9;0.11;0.64;04.05;80.0;80.0;6.3;2996.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;M
758;F.E.A.R. 3;F.E.A.R. 3 (estilizada en el logotipo como F.3.A.R) es un juego de disparos en primera persona desarrollado por Day 1 Studios para PlayStation 3.;PS3;2011;Shooter;Warner Bros. Interactive Entertainment;0.21;0.16;0.01;0.07;0.45;74.0;48.0;7.1;103.0;Day 1 Studios;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
763;Wolfenstein: The New Order;"Wolfenstein: The New Order es un videojuego de disparos acción-aventura en primera persona producido por MachineGames y publicado por Bethesda Softworks.
 Modos de juego: Un jugador
 Desarrolladora(s): MachineGames
 Controles: teclado
 Fecha(s) de lanzamiento: NA 20 de mayo de 2";PS4;2014;Shooter;Bethesda Softworks;0.47;0.8;0.03;0.24;1.55;79.0;73.0;8.1;1116.0;MachineGames;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
767;Ben 10 Alien Force: Vilgax Attacks;Ben 10 Alien Force: Vilgax Attacks es un videojuego multiplataforma de Ben 10. al igual que sus antecesores Ben 10: Protector of Earth y Ben 10: Alien Force;Wii;2009;Action;D3Publisher;0.25;0.14;0.0;0.04;0.44;65.0;5.0;4.0;6.0;Papaya Studios;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
768;Child of Eden;Child of Eden (lit. Niño del Edén) es un videojuego musical y shooter on the rail de temática de fantasía creado por Tetsuya Mizuguchi para Ubisoft.;X360;2011;Shooter;Ubisoft;0.28;0.12;0.0;0.04;0.44;84.0;81.0;7.7;95.0;Q Entertainment;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
769;Eternal Sonata;Eternal Sonata —conocido en Japón como Trusty Bell: Chopin's Dream (トラスティベル 〜ショパンの夢〜 Torasuti Beru ~Shopan no Yume~. ''Trusty Bell: Chopin's;PS3;2008;Role-Playing;Atari;0.19;0.12;0.07;0.05;0.44;80.0;34.0;7.8;117.0;Tri-Crescendo;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
770;Madden NFL 2002;Madden NFL 02 es un videojuego de fútbol americano. que fue lanzado el 12 de septiembre de 2001. Fue el último juego de la serie ''Madden NFL'' en ser;PS2;2001;Sports;Electronic Arts;2.5;0.16;0.01;0.42;03.08;94.0;23.0;7.9;46.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
774;Devil May Cry HD Collection;"13 mar 2018 — System Requirements · OS: WINDOWS® 7 (64bit) · Processor: Intel® Core™ i3 series (dual-core) or AMD equivalent or better · Memory: 4 GB RAM
 Publisher: CAPCOM Co.. Ltd.
 OS: WINDOWS® 7 (64bit)
 Graphics: NVIDIA® GeForce® GTX 760 or AMD";PS3;2012;Action;Capcom;0.42;0.19;0.11;0.09;0.82;74.0;27.0;8.8;158.0;Capcom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
777;Ghostbusters: The Video Game;Ghostbusters: The Video Game (en español: Los cazafantasmas: El videojuego) es un · El juego sigue al jugador. quién es un nuevo recluta en los Cazafantasmas. un;Wii;2009;Action;Atari;0.59;0.2;0.0;0.07;0.86;76.0;29.0;8.5;28.0;Red Fly Studio;E10+;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;T
778;Hometown Story;Hometown Story is a 2013 life-simulation video game for the Nintendo 3DS directed by Yasuhiro Wada. produced by Toybox Inc. and distributed by Natsume for;3DS;2013;Role-Playing;Rising Star Games;0.23;0.12;0.04;0.04;0.43;47.0;14.0;6.0;24.0;TOYBOX;E10+;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;T
779;Tales of the World: Radiant Mythology;Tales of the World: Radiant Mythology (テイルズオブザワールド レディアントマイソロジー. Teiruzu Obu Za Waarudo Redianto Maisorojii) es un juego de rol de;PSP;2006;Role-Playing;Ubisoft;0.17;0.01;0.23;0.02;0.43;66.0;27.0;7.8;25.0;Alfa System;T;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
781;Madden NFL 2003;Madden NFL 2003 is an American football simulation video game based on the NFL that was developed by EA Tiburon and Budcat Creations and published by EA;PS2;2002;Sports;Electronic Arts;3.36;0.21;0.01;0.56;4.14;95.0;25.0;7.7;65.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
782;25 to Life;25 to Life is a third-person shooter video game developed by Avalanche Software and Ritual Entertainment and published by Eidos Interactive for Microsoft;PS2;2006;Shooter;Eidos Interactive;0.35;0.01;0.0;0.06;0.42;39.0;23.0;4.9;46.0;Ritual Entertainment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
783;The Sims;Los Sims es un · Los Sims es el primer videojuego de este · El juego consiste en crear personajes llamados Sims y satisfacer sus necesidades. concretar sus;PS2;2003;Simulation;Electronic Arts;1.41;1.12;0.0;0.24;2.77;83.0;33.0;7.7;46.0;Edge of Reality;T;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
784;Dog's Life;"Dog's Life es un videojuego de acción-aventura desarrollado por Frontier Developments exclusivamente para PlayStation 2.
 Distribuidora(s): NA Hip Games; EU‎ ‎SCEE‎
 Género(s): Acción-aventura
 Formato(s): DVD
 Fecha(s) de lanzamiento: NA 14 de septiembre";PS2;2003;Adventure;Sony Computer Entertainment;0.21;0.16;0.0;0.05;0.42;64.0;19.0;3.1;157.0;Frontier Developments;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
785;Ben 10 Alien Force: Vilgax Attacks;Ben 10 Alien Force: Vilgax Attacks es un videojuego multiplataforma de Ben 10. al igual que sus antecesores Ben 10: Protector of Earth y Ben 10: Alien Force;Wii;2009;Action;D3Publisher;0.25;0.14;0.0;0.04;0.44;65.0;5.0;4.0;6.0;Papaya Studios;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
786;Ben 10 Alien Force: Vilgax Attacks;Ben 10 Alien Force: Vilgax Attacks es un videojuego multiplataforma de Ben 10. al igual que sus antecesores Ben 10: Protector of Earth y Ben 10: Alien Force;Wii;2009;Action;D3Publisher;0.25;0.14;0.0;0.04;0.44;65.0;5.0;4.0;6.0;Papaya Studios;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
787;James Bond 007: Everything or Nothing;James Bond 007: Everything or Nothing es un videojuego de James Bond protagonizado por Pierce Brosnan. Willem Dafoe. Shannon Elizabeth. Heidi Klum.;PS2;2004;Shooter;Electronic Arts;0.85;01.06;0.09;0.32;2.31;84.0;42.0;9.1;51.0;EA Redwood Shores;T;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
789;Story of Seasons;This set includes the STORY OF SEASONS: Pioneers of Olive Town game and its Expansion Pass featuring 14 sets of DLC. This expansive bundle will enhance your;3DS;2014;Simulation;Nintendo;0.0;0.14;0.27;0.01;0.42;76.0;39.0;8.2;54.0;Marvelous AQL;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
790;Harry Potter and the Goblet of Fire;Harry Potter y el cáliz de fuego (título original en inglés. Harry Potter and the Goblet of Fire) es la cuarta película basada en la famosa serie de novelas;PS2;2005;Action;Electronic Arts;0.54;0.02;0.0;0.09;0.65;68.0;29.0;6.7;48.0;Electronic Arts;E10+;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
791;Black;«Black» es una de las canciones más populares del grupo Pearl Jam y forma parte del álbum Ten. Es una de las piezas centrales del álbum y de las más;PS2;2006;Shooter;Electronic Arts;01.01;0.04;0.03;0.16;1.25;79.0;62.0;8.4;194.0;Criterion Games;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;T
792;Vanquish;Vanquish (ヴァンキッシュ Vu~ankisshu) es un videojuego desarrollado por PlatinumGames y publicado por Sega para las consolas PlayStation 3.;PS3;2010;Shooter;Sega;0.21;0.21;0.11;0.08;0.61;84.0;61.0;8.1;304.0;PlatinumGames;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
794;The Suffering;The Suffering es un videojuego creado por Surreal Software y Midway Games para PlayStation 2. Xbox y PC en el año 2004. La secuela The suffering: los lazos;PS2;2004;Action;Midway Games;0.2;0.16;0.0;0.05;0.42;77.0;47.0;8.9;40.0;Surreal Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
795;Animal Crossing: Amiibo Festival;Animal Crossing: Amiibo Festival es un videojuego para fiestas desarrollado por Nintendo y NDcube para la Wii U. El juego es una derivación de la serie;WiiU;2015;Misc;Nintendo;0.19;0.11;0.09;0.03;0.41;46.0;20.0;4.4;173.0;Nintendo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
796;Zone of the Enders: The 2nd Runner;Zone of the Enders: The 2nd Runner. known in Japan as Anubis: Zone of the Enders. is a third-person shooter hack and slash video game that was developed and;PS2;2003;Simulation;Konami Digital Entertainment;0.15;0.12;0.11;0.04;0.41;82.0;33.0;8.9;65.0;KCEJ;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;T
799;Tom Clancy's The Division;Tom Clancy's The Division;PS4;2016;Shooter;Ubisoft;1.35;1.7;0.15;0.6;3.8;80.0;64.0;7.0;2219.0;Massive Entertainment;M;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
801;BioShock;BioShock es un Videojuego de disparos en primera persona con personalizaciones de juegos de rol. elementos de juego de sigilo y fragmentos de survival horror lo;X360;2007;Shooter;Take-Two Interactive;1.65;0.85;0.05;0.28;2.83;96.0;88.0;8.9;2249.0;Irrational Games;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
803;NiGHTS: Journey of Dreams;NiGHTS: Journey of Dreams es un videojuego para la consola Wii de Nintendo. Es una secuela de NiGHTS into Dreams;Wii;2007;Platform;Sega;0.32;0.02;0.04;0.03;0.41;69.0;47.0;8.5;55.0;Sega;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
805;Harry Potter and the Deathly Hallows - Part 1;Harry Potter y las Reliquias de la Muerte: parte 1 (título original en inglés: Harry Potter and the Deathly Hallows - Part 1) es una película de fantasía y;Wii;2010;Action;Electronic Arts;0.22;0.27;0.0;0.05;0.54;41.0;8.0;5.0;11.0;Electronic Arts;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
809;Life is Strange;Life is Strange destaca por el modo en el que trata diversas situaciones que sufren los adolescentes. como el acoso escolar. la depresión. el suicidio. las;PS4;2016;Adventure;Square Enix;0.15;0.15;0.03;0.06;0.4;85.0;23.0;8.6;672.0;DONTNOD Entertainment;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;M
812;The Wonderful 101;The Wonderful 101: Remastered offers the unprecedented ability to control 100 heroes at once. with the flowing controls and dynamic action that are the;WiiU;2013;Action;Nintendo;0.19;0.1;0.08;0.03;0.4;78.0;75.0;8.5;495.0;PlatinumGames;T;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
815;Mafia II;Mafia II es un videojuego de acción en tercera persona desarrollado por 2K Games. Es la continuación de la primera entrega Mafia: The City of Lost Heaven.;X360;2010;Action;Take-Two Interactive;0.85;0.55;0.0;0.15;1.55;74.0;79.0;7.8;458.0;2K Czech;M;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;M
816;NBA Live 2002;NBA Live 2002 is the 2002 installment of the NBA Live video games series. The cover features Steve Francis as a member of the Houston Rockets.;PS2;2001;Sports;Electronic Arts;0.91;0.71;0.0;0.24;1.86;70.0;16.0;7.4;8.0;Electronic Arts;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
817;Ghostbusters: The Video Game;Ghostbusters: The Video Game (en español: Los cazafantasmas: El videojuego) es un · El juego sigue al jugador. quién es un nuevo recluta en los Cazafantasmas. un;Wii;2009;Action;Atari;0.59;0.2;0.0;0.07;0.86;76.0;29.0;8.5;28.0;Red Fly Studio;E10+;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;T
819;Fantastic Four: Rise of the Silver Surfer;Los 4 Fantásticos y Silver Surfer (título original en inglés. Fantastic Four: Rise of the Silver Surfer) es la secuela de la película Los 4 Fantásticos de;PS2;2007;Action;Take-Two Interactive;0.19;0.15;0.0;0.05;0.39;36.0;7.0;6.4;17.0;7 Studios;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
820;No More Heroes 2: Desperate Struggle;14 jul 2021 — No More Heroes 2: Desperate Struggle is an action hack-and-slash game. This title contains excessive blood. violence. and gore. including;Wii;2010;Action;Rising Star Games;0.2;0.11;0.04;0.03;0.39;84.0;68.0;8.8;184.0;Grasshopper Manufacture;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
822;Mass Effect 2;Fueron la segunda especie que llegó a la Ciudadela y que la creó el Consejo junto a las asari. Son famosos por su don para la tecnología. la información y el;X360;2010;Role-Playing;Electronic Arts;1.99;0.81;0.03;0.27;3.1;96.0;98.0;8.9;3143.0;BioWare;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
823;Harry Potter and the Deathly Hallows - Part 1;Harry Potter y las Reliquias de la Muerte: parte 1 (título original en inglés: Harry Potter and the Deathly Hallows - Part 1) es una película de fantasía y;Wii;2010;Action;Electronic Arts;0.22;0.27;0.0;0.05;0.54;41.0;8.0;5.0;11.0;Electronic Arts;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
825;Madden NFL 2005;Madden NFL 2005 es un videojuego de simulación de fútbol americano basado en la NFL que fue desarrollado por EA Tiburon. junto con Exient Entertainment y;PS2;2004;Sports;Electronic Arts;4.18;0.26;0.01;0.08;4.53;91.0;30.0;7.9;78.0;EA Tiburon;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
826;Sonic Lost World;In his latest plot to defeat Sonic and rule the world. Dr. Eggman has harnessed the power of menacing creatures known as the Deadly Six. However. when the;3DS;2013;Platform;Sega;0.24;0.14;0.07;0.03;0.49;59.0;34.0;6.5;144.0;Dimps Corporation;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
829;Red Faction: Armageddon;Jugabilidad[editar]. Red Faction: Armagedón se centra en un mundo con entornos destructibles. El jugador debe reclamar fortificaciones cultistas en la;PS3;2011;Shooter;THQ;0.2;0.15;0.03;0.07;0.45;71.0;52.0;7.3;58.0;Volition Inc.;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
834;Marvel Nemesis: Rise of the Imperfects;Marvel Nemesis: Rise of the Imperfects (traducido al castellano Marvel Nemesis: La Rebelión de los Imperfectos) es un videojuego de lucha beat'em up para;PS2;2005;Fighting;Electronic Arts;0.64;0.02;0.0;0.1;0.77;53.0;30.0;6.3;46.0;EA Canada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
835;Wolfenstein: The New Order;"Wolfenstein: The New Order es un videojuego de disparos acción-aventura en primera persona producido por MachineGames y publicado por Bethesda Softworks.
 Modos de juego: Un jugador
 Desarrolladora(s): MachineGames
 Controles: teclado
 Fecha(s) de lanzamiento: NA 20 de mayo de 2";PS4;2014;Shooter;Bethesda Softworks;0.47;0.8;0.03;0.24;1.55;79.0;73.0;8.1;1116.0;MachineGames;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
837;LocoRoco;"LocoRoco es un videojuego Japonés lanzado en el año 2006 únicamente para la consola portátil PSP de Sony. El juego fue desarrollado y publicado por SCE.
 Modos de juego: Un jugador
 Distribuidora(s): Sony Interactive Entertainment
 Formato(s): Universal Media Disc
 Fecha(s) de lanzamiento: 23 de junio de 2006
 ‎Historia · ‎Jugabilidad · ‎Extras · ‎Casa Loco";PSP;2006;Platform;Sony Computer Entertainment;0.14;0.04;0.16;0.03;0.38;83.0;67.0;8.7;89.0;SCE Japan Studio;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
838;Saints Row: The Third;Take a tank skydiving. call in a satellite-targeted airstrike on a Mexican wrestling gang. and defend yourself against a highly-trained military force using;X360;2011;Action;THQ;1.25;1.14;0.07;0.3;2.76;84.0;70.0;7.6;490.0;Volition Inc.;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;M
841;Dawn of Discovery;Русификатор Dawn of Discovery + Venice (Anno 1404 + Venice);PC;2009;Simulation;Ubisoft;0.0;0.32;0.0;0.06;0.38;82.0;32.0;8.8;132.0;Blue Byte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843;Age of Empires III;Age of Empires III: Definitive Edition encumbra la celebración de una de las franquicias de estrategia en tiempo real más queridas en una edición definitiva;PC;2005;Strategy;Microsoft Game Studios;0.0;0.33;0.0;0.05;0.38;81.0;52.0;7.7;519.0;Ensemble Studios;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
844;LEGO Marvel Super Heroes;LEGO Marvel Super Heroes es un videojuego de acción-aventura de 2013 desarrollado por TT Games y publicado por Warner Bros. Interactive Entertainment para;X360;2013;Action;Warner Bros. Interactive Entertainment;1.24;0.79;0.0;0.19;2.22;80.0;37.0;7.6;127.0;TT Games;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
845;Harry Potter and the Prisoner of Azkaban;Harry Potter y el prisionero de Azkaban (título original en inglés. Harry Potter and the Prisoner of Azkaban) es la tercera película de la serie Harry;PS2;2004;Action;Electronic Arts;0.5;0.39;0.0;0.13;01.02;70.0;29.0;8.7;29.0;EA Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
